,AutoML_solution,task,trainings_id,dataset_name,dataset_size_in_mb,dataset_rows,dataset_cols,missing_values,duplicated_rows,duplicated_cols,outliers,runtime,runtime_limit,failed,:balanced_accuracy,:rooted_mean_squared_error,relative_:balanced_accuracy,relative_:rooted_mean_squared_error
418,:autokeras,:tabular_classification,650c65e92dae03db08872cc2,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,7.349516666666667,240,0,0.5458343981599796,,0.8072892267974523,
419,:autogluon,:tabular_classification,650c65e92dae03db08872cc2,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,8.035916666666667,240,0,0.6761323947370459,,1.0,
420,:evalml,:tabular_classification,650c65e92dae03db08872cc2,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,9.462716666666667,240,0,0.0,,0.0,
421,:gama,:tabular_classification,650c65e92dae03db08872cc2,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,216.2383166666667,240,0,0.6086176097804005,,0.9001456142581328,
422,:mljar,:tabular_classification,650c65e92dae03db08872cc2,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,234.68321666666668,240,0,0.6309563821191728,,0.9331846647645947,
423,:tpot,:tabular_classification,650c65e92dae03db08872cc2,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,240.35266666666666,240,0,0.5889198656640516,,0.8710126452276968,
424,:flaml,:tabular_classification,650c65e92dae03db08872cc2,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,240.77486666666667,240,0,0.6019335961196426,,0.89025995619355,
425,:autokeras,:tabular_classification,64e474d341d7f9c6c10d294b,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,8.810616666666666,60,0,0.9860157023719373,,0.990432731608425,
426,:lama,:tabular_classification,64e474d341d7f9c6c10d294b,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,17.063033333333333,60,0,0.9955403036516022,,1.0,
427,:evalml,:tabular_classification,64e474d341d7f9c6c10d294b,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,19.467766666666666,60,0,0.9931611589901883,,0.9976101975453056,
428,:pycaret,:tabular_classification,64e474d341d7f9c6c10d294b,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,23.64881666666667,60,0,0.9953174461981642,,0.9997761442177473,
429,:autogluon,:tabular_classification,64e474d341d7f9c6c10d294b,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,24.65665,60,0,0.9936771008589225,,0.9981284506655878,
430,:mljar,:tabular_classification,64e474d341d7f9c6c10d294b,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,44.557183333333334,60,0,0.0,,0.0,
431,:gama,:tabular_classification,64e474d341d7f9c6c10d294b,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,54.31908333333333,60,0,0.9932151564647681,,0.9976644369109864,
432,:flaml,:tabular_classification,64e474d341d7f9c6c10d294b,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,62.74315,60,0,0.9502342922993022,,0.9544910324713933,
433,:tpot,:tabular_classification,64e474d341d7f9c6c10d294b,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,63.49853333333333,60,0,0.9933535407296336,,0.9978034410922916,
434,:autokeras,:tabular_classification,650962002dae03db08872c68,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,14.632516666666668,240,0,0.9582208728527819,,0.9625133903048083,
435,:lama,:tabular_classification,650962002dae03db08872c68,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,18.890033333333335,240,0,0.9955403036516022,,1.0,
436,:evalml,:tabular_classification,650962002dae03db08872c68,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,19.8835,240,0,0.9931611589901883,,0.9976101975453056,
437,:pycaret,:tabular_classification,650962002dae03db08872c68,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,23.25136666666667,240,0,0.9948093161168634,,0.9992657378791622,
438,:autogluon,:tabular_classification,650962002dae03db08872c68,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,25.35415,240,0,0.9936771008589225,,0.9981284506655878,
439,:mljar,:tabular_classification,650962002dae03db08872c68,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,158.62506666666667,240,0,0.9909533486175518,,0.9953924969012047,
440,:gama,:tabular_classification,650962002dae03db08872c68,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,216.29673333333332,240,0,0.9929919266683674,,0.9974402071177958,
441,:tpot,:tabular_classification,650962002dae03db08872c68,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,243.81961666666666,240,0,0.9933535407296336,,0.9978034410922916,
442,:flaml,:tabular_classification,650962002dae03db08872c68,gas-drift.csv,17.279533,13910,129,0.0,0.0,0.0,0.07,251.63786666666667,240,0,0.9503748750420145,,0.9546322449790101,
443,:evalml,:tabular_classification,64e4629578fd6909ac41992f,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,15.775416666666667,60,0,0.992067897673666,,0.9974570997384448,
444,:autokeras,:tabular_classification,64e4629578fd6909ac41992f,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,21.80015,60,0,0.9460298285577374,,0.9511689384083444,
445,:lama,:tabular_classification,64e4629578fd6909ac41992f,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,39.99545,60,0,0.9945970587946169,,1.0,
446,:mljar,:tabular_classification,64e4629578fd6909ac41992f,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,49.88938333333333,60,0,0.9945049003705998,,0.9999073409445541,
447,:gama,:tabular_classification,64e4629578fd6909ac41992f,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,54.792699999999996,60,0,0.9773976347104026,,0.982707143629543,
448,:autogluon,:tabular_classification,64e4629578fd6909ac41992f,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,60.648916666666665,60,0,0.993660729206602,,0.9990585839966692,
449,:tpot,:tabular_classification,64e4629578fd6909ac41992f,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,63.310849999999995,60,0,0.9823057018876241,,0.9876418728586539,
450,:pycaret,:tabular_classification,64e4629578fd6909ac41992f,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,66.65916666666666,60,0,0.9939098373750235,,0.9993090453932909,
451,:flaml,:tabular_classification,64e4629578fd6909ac41992f,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,67.5672,60,0,0.9909275675365508,,0.9963105749955532,
452,:evalml,:tabular_classification,6509a3232dae03db08872c72,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,16.393216666666667,240,0,0.992067897673666,,0.9967671008823492,
453,:lama,:tabular_classification,6509a3232dae03db08872c72,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,44.4345,240,0,0.9945970587946169,,0.9993082420724897,
454,:autokeras,:tabular_classification,6509a3232dae03db08872c72,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,66.83536666666666,240,0,0.9489920862207484,,0.9534872489682183,
455,:autogluon,:tabular_classification,6509a3232dae03db08872c72,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,75.876,240,0,0.993660729206602,,0.9983674773011424,
456,:tpot,:tabular_classification,6509a3232dae03db08872c72,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,125.75065,240,0,0.0,,0.0,
457,:pycaret,:tabular_classification,6509a3232dae03db08872c72,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,135.37938333333332,240,0,0.0,,0.0,
458,:gama,:tabular_classification,6509a3232dae03db08872c72,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,216.45918333333333,240,0,0.9688131832158718,,0.9734022340558983,
459,:mljar,:tabular_classification,6509a3232dae03db08872c72,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,218.04798333333335,240,0,0.9952855554677482,,1.0,
460,:flaml,:tabular_classification,6509a3232dae03db08872c72,har.csv,55.540044,10299,562,0.0,0.0,0.09,0.36,253.20951666666667,240,0,0.9936136784019061,,0.9983202036273334,
461,:evalml,:tabular_classification,64e78d6ec1a36e442624b561,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,13.179433333333332,60,0,0.6058744976975141,,1.0,
462,:autokeras,:tabular_classification,64e78d6ec1a36e442624b561,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,24.25336666666667,60,0,0.5059698648734059,,0.8351067206100065,
463,:lama,:tabular_classification,64e78d6ec1a36e442624b561,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,24.441133333333333,60,0,0.562947191016655,,0.9291481868868976,
464,:gama,:tabular_classification,64e78d6ec1a36e442624b561,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,54.905499999999996,60,0,0.49999767824425945,,0.8252495857547808,
465,:autogluon,:tabular_classification,64e78d6ec1a36e442624b561,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,56.46155,60,0,0.5661440867067405,,0.9344246850762661,
466,:tpot,:tabular_classification,64e78d6ec1a36e442624b561,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,63.15645,60,0,0.5160614961757846,,0.8517630270575126,
467,:mljar,:tabular_classification,64e78d6ec1a36e442624b561,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,69.07056666666668,60,0,0.0,,0.0,
468,:flaml,:tabular_classification,64e78d6ec1a36e442624b561,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,82.88981666666668,60,0,0.44113034193639533,,0.7280886447817314,
469,:pycaret,:tabular_classification,64e78d6ec1a36e442624b561,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,86.19701666666667,60,0,0.543992917369819,,0.8978640286678814,
470,:evalml,:tabular_classification,65072dc187d6e0440cfb8760,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,12.711966666666665,240,0,0.6058744976975141,,1.0,
471,:lama,:tabular_classification,65072dc187d6e0440cfb8760,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,24.928866666666668,240,0,0.5630949123016344,,0.9293920018775281,
472,:autokeras,:tabular_classification,65072dc187d6e0440cfb8760,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,54.74336666666667,240,0,0.5103184462006988,,0.8422840838161137,
473,:pycaret,:tabular_classification,65072dc187d6e0440cfb8760,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,68.56343333333332,240,0,0.5486002651142086,,0.9054684876142451,
474,:autogluon,:tabular_classification,65072dc187d6e0440cfb8760,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,70.64951666666666,240,0,0.5661440867067405,,0.9344246850762661,
475,:mljar,:tabular_classification,65072dc187d6e0440cfb8760,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,179.33921666666666,240,0,0.5501732044633565,,0.9080646347620877,
476,:gama,:tabular_classification,65072dc187d6e0440cfb8760,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,217.21936666666667,240,0,0.5139315919269922,,0.848247605535586,
477,:tpot,:tabular_classification,65072dc187d6e0440cfb8760,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,243.96711666666667,240,0,0.5160614961757846,,0.8517630270575126,
478,:flaml,:tabular_classification,65072dc187d6e0440cfb8760,jannis.csv,38.618163,83733,55,0.0,0.0,0.0,0.02,263.3441,240,0,0.44220682180854964,,0.7298653821691693,
479,:evalml,:tabular_classification,64e104e1c536abd58d82952d,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,2.9446333333333334,60,0,0.0,,0.0,
480,:pycaret,:tabular_classification,64e104e1c536abd58d82952d,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,3.89975,60,0,0.5770808196127022,,0.9986060964262934,
481,:lama,:tabular_classification,64e104e1c536abd58d82952d,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,6.568433333333333,60,0,0.5611544267634822,,0.9710463639715133,
482,:autokeras,:tabular_classification,64e104e1c536abd58d82952d,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,7.233633333333333,60,0,0.5437143908364399,,0.9408673567913297,
483,:autogluon,:tabular_classification,64e104e1c536abd58d82952d,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,9.920216666666667,60,0,0.5658076280036144,,0.9790984685786513,
484,:gama,:tabular_classification,64e104e1c536abd58d82952d,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,54.19596666666666,60,0,0.5764552075273646,,0.9975235096876882,
485,:mljar,:tabular_classification,64e104e1c536abd58d82952d,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,60.36965,60,0,0.5778863374436611,,1.0,
486,:tpot,:tabular_classification,64e104e1c536abd58d82952d,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,60.37101666666667,60,0,0.5776428559834216,,0.9995786689449752,
487,:flaml,:tabular_classification,64e104e1c536abd58d82952d,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,63.017516666666666,60,0,0.5558864348362452,,0.961930398450438,
488,:pycaret,:tabular_classification,650308e187d6e0440cfb86e8,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,2.2043166666666663,240,0,0.568759840709018,,0.963695579180423,
489,:evalml,:tabular_classification,650308e187d6e0440cfb86e8,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,2.9238500000000003,240,0,0.0,,0.0,
490,:lama,:tabular_classification,650308e187d6e0440cfb86e8,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,7.646433333333333,240,0,0.5611544267634822,,0.9508091141515046,
491,:autokeras,:tabular_classification,650308e187d6e0440cfb86e8,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,15.213133333333333,240,0,0.5410056595912758,,0.9166694361011253,
492,:autogluon,:tabular_classification,650308e187d6e0440cfb86e8,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,16.340683333333335,240,0,0.5658076280036144,,0.9586934075618168,
493,:gama,:tabular_classification,650308e187d6e0440cfb86e8,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,216.31703333333334,240,0,0.5824908423917454,,0.9869611205781204,
494,:tpot,:tabular_classification,650308e187d6e0440cfb86e8,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,240.34876666666665,240,0,0.590186209210092,,1.0,
495,:flaml,:tabular_classification,650308e187d6e0440cfb86e8,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,242.78018333333333,240,0,0.5558864348362452,,0.9418831313938125,
496,:mljar,:tabular_classification,650308e187d6e0440cfb86e8,jm1.csv,1.210127,10885,22,0.0,0.24,0.0,0.05,244.96701666666667,240,0,0.5783584209415699,,0.9799592262849508,
497,:pycaret,:tabular_classification,64dfb8d7ee23f7038f05e93f,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,1.2804166666666668,60,0,0.5671191553544495,,0.75730110775428,
498,:evalml,:tabular_classification,64dfb8d7ee23f7038f05e93f,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,2.568166666666667,60,0,0.748868778280543,,1.0,
499,:lama,:tabular_classification,64dfb8d7ee23f7038f05e93f,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,2.90285,60,0,0.6209653092006033,,0.8292044310171198,
500,:autogluon,:tabular_classification,64dfb8d7ee23f7038f05e93f,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,5.37685,60,0,0.6538246067657832,,0.8730830096389008,
501,:autokeras,:tabular_classification,64dfb8d7ee23f7038f05e93f,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,6.998500000000001,60,0,0.5545356604180134,,0.7404977701050209,
502,:gama,:tabular_classification,64dfb8d7ee23f7038f05e93f,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,54.173883333333336,60,0,0.0,,0.0,
503,:tpot,:tabular_classification,64dfb8d7ee23f7038f05e93f,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,60.365,60,0,0.655936220642103,,0.875902747806071,
504,:flaml,:tabular_classification,64dfb8d7ee23f7038f05e93f,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,60.61801666666667,60,0,0.5538246067657833,,0.739548266436484,
505,:mljar,:tabular_classification,64dfb8d7ee23f7038f05e93f,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,64.14745,60,0,0.6307476836888601,,0.8422672996691123,
506,:pycaret,:tabular_classification,65056e0387d6e0440cfb8724,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,1.4534166666666666,240,0,0.5671191553544495,,0.75730110775428,
507,:lama,:tabular_classification,65056e0387d6e0440cfb8724,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,2.4804833333333334,240,0,0.6209653092006033,,0.8292044310171198,
508,:evalml,:tabular_classification,65056e0387d6e0440cfb8724,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,2.5785,240,0,0.748868778280543,,1.0,
509,:autogluon,:tabular_classification,65056e0387d6e0440cfb8724,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,6.996083333333333,240,0,0.6538246067657832,,0.8730830096389008,
510,:autokeras,:tabular_classification,65056e0387d6e0440cfb8724,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,7.070616666666667,240,0,0.543352725705667,,0.7255646669543951,
511,:mljar,:tabular_classification,65056e0387d6e0440cfb8724,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,104.38155,240,0,0.6090713208360268,,0.8133218241979572,
512,:gama,:tabular_classification,65056e0387d6e0440cfb8724,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,216.3401333333333,240,0,0.6125834949364362,,0.8180117968637607,
513,:tpot,:tabular_classification,65056e0387d6e0440cfb8724,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,240.63611666666665,240,0,0.6251669898728722,,0.8348151345130197,
514,:flaml,:tabular_classification,65056e0387d6e0440cfb8724,kc1.csv,0.223486,2109,22,0.0,0.51,0.0,0.17,240.83603333333335,240,0,0.5880844645550528,,0.7852970795568983,
515,:evalml,:tabular_classification,64dfd373bc4ece1f0a92561e,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,1.9606,60,0,0.0,,0.0,
516,:pycaret,:tabular_classification,64dfd373bc4ece1f0a92561e,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,2.6216999999999997,60,0,0.9953720010958476,,0.9984982921754152,
517,:lama,:tabular_classification,64dfd373bc4ece1f0a92561e,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,3.2358666666666664,60,0,0.9953720010958476,,0.9984982921754152,
518,:tpot,:tabular_classification,64dfd373bc4ece1f0a92561e,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,10.757266666666668,60,0,0.9953720010958476,,0.9984982921754152,
519,:autokeras,:tabular_classification,64dfd373bc4ece1f0a92561e,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,11.116483333333333,60,0,0.9742671519705687,,0.9773271563739154,
520,:autogluon,:tabular_classification,64dfd373bc4ece1f0a92561e,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,11.336416666666667,60,0,0.9878869711557278,,0.990989753052491,
521,:gama,:tabular_classification,64dfd373bc4ece1f0a92561e,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,54.198166666666665,60,0,0.9968690070838715,,1.0,
522,:mljar,:tabular_classification,64dfd373bc4ece1f0a92561e,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,54.63538333333334,60,0,0.9955089820359282,,0.9986357033489066,
523,:flaml,:tabular_classification,64dfd373bc4ece1f0a92561e,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,60.52563333333333,60,0,0.9953720010958476,,0.9984982921754152,
524,:evalml,:tabular_classification,6504ba2d87d6e0440cfb871a,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,2.10465,240,0,0.0,,0.0,
525,:pycaret,:tabular_classification,6504ba2d87d6e0440cfb871a,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,3.2233666666666663,240,0,0.9968690070838715,,1.0,
526,:lama,:tabular_classification,6504ba2d87d6e0440cfb871a,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,3.773,240,0,0.9953720010958476,,0.9984982921754152,
527,:autogluon,:tabular_classification,6504ba2d87d6e0440cfb871a,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,9.93925,240,0,0.9878869711557278,,0.990989753052491,
528,:tpot,:tabular_classification,6504ba2d87d6e0440cfb871a,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,10.462,240,0,0.9953720010958476,,0.9984982921754152,
529,:autokeras,:tabular_classification,6504ba2d87d6e0440cfb871a,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,11.5588,240,0,0.9583382255097648,,0.9613481999136272,
530,:gama,:tabular_classification,6504ba2d87d6e0440cfb871a,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,216.27683333333334,240,0,0.9953720010958476,,0.9984982921754152,
531,:flaml,:tabular_classification,6504ba2d87d6e0440cfb871a,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,239.94323333333332,240,0,0.9953720010958476,,0.9984982921754152,
532,:mljar,:tabular_classification,6504ba2d87d6e0440cfb871a,kr-vs-kp.csv,0.485873,3196,37,0.0,0.0,0.0,0.0,240.75241666666668,240,0,0.9953720010958476,,0.9984982921754152,
533,:mljar,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,0.21485,3,0,0.0,,0.0,
534,:autokeras,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,0.2588666666666667,3,0,0.0,,0.0,
535,:gama,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,2.9043833333333335,3,0,0.9602026888063686,,0.9924241420331018,
536,:lama,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,3.0146666666666664,3,0,0.9675325781971369,,1.0,
537,:pycaret,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,3.1727333333333334,3,0,0.9624788977211541,,0.9947767335282915,
538,:flaml,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,3.4445833333333336,3,0,0.950829262039579,,0.9827361718520298,
539,:autogluon,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,3.55965,3,0,0.9647580598436267,,0.9971323773317482,
540,:tpot,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,5.923500000000001,3,0,0.9279141388873376,,0.9590520875445634,
541,:evalml,:tabular_classification,657781f2ceecc7f1ac85b4d6,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,7.4572666666666665,3,0,0.940947234134719,,0.9725225334407281,
542,:mljar,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,0.25665,6,0,0.0,,0.0,
543,:autokeras,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,0.26338333333333336,6,0,0.0,,0.0,
544,:lama,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,3.0412166666666667,6,0,0.9675325781971369,,0.9925496616625373,
545,:pycaret,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,3.26605,6,0,0.9738428013137916,,0.9990230455677299,
546,:gama,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,5.623733333333333,6,0,0.9391905646208861,,0.9634748205462199,
547,:autogluon,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,6.7022,6,0,0.9747951317382987,,1.0,
548,:flaml,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,8.051233333333334,6,0,0.9609950812331067,,0.9858431273855635,
549,:tpot,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,8.917283333333334,6,0,0.9279141388873376,,0.9519068250091065,
550,:evalml,:tabular_classification,657783e1ceecc7f1ac85b4e0,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,10.563600000000001,6,0,0.940947234134719,,0.9652769115257884,
551,:mljar,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,0.2039,24,0,0.0,,0.0,
552,:autokeras,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,0.25025000000000003,24,0,0.0,,0.0,
553,:pycaret,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,11.776066666666667,24,0,0.976065046787126,,0.9953854593382875,
554,:lama,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,13.911416666666666,24,0,0.9725210116106697,,0.9917712728722933,
555,:gama,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,21.927633333333333,24,0,0.9539535873736885,,0.9728363215965643,
556,:autogluon,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,25.03845,24,0,0.9805900193036723,,1.0,
557,:tpot,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,26.555766666666667,24,0,0.9623066019476242,,0.9813546772900754,
558,:evalml,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,27.48255,24,0,0.940947234134719,,0.9595725181895038,
559,:flaml,:tabular_classification,6577fc4fceecc7f1ac85b4f4,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,31.960533333333334,24,0,0.0,,0.0,
560,:mljar,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,0.19998333333333335,48,0,0.0,,0.0,
561,:autokeras,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,0.24828333333333333,48,0,0.0,,0.0,
562,:pycaret,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,12.266950000000001,48,0,0.9742296640148749,,0.9935137466590636,
563,:lama,:tabular_classification,657786aeceecc7f1ac85b4ea,letter.csv,1.412667,20000,17,0.0,0.11,0.0,0.05,33.1432,48,0,0.9715649826050339,,0.9907963200512206,
